y,comp-1,comp-2,label
0,5.2718835,22.91616,ICASSP(Signal Processing)
0,14.947282,27.114887,ICASSP(Signal Processing)
0,9.517132,26.09139,ICASSP(Signal Processing)
0,0.48898858,17.891232,ICASSP(Signal Processing)
0,6.5925446,21.075169,ICASSP(Signal Processing)
0,6.3533745,23.573717,ICASSP(Signal Processing)
0,13.824636,22.491037,ICASSP(Signal Processing)
0,13.579246,27.322767,ICASSP(Signal Processing)
0,14.373696,22.952625,ICASSP(Signal Processing)
0,-3.0404522,24.247675,ICASSP(Signal Processing)
0,11.097525,24.077665,ICASSP(Signal Processing)
0,16.72668,27.937857,ICASSP(Signal Processing)
0,5.945619,23.170609,ICASSP(Signal Processing)
0,-3.516892,27.16746,ICASSP(Signal Processing)
0,-32.208393,22.244967,ICASSP(Signal Processing)
0,13.236831,24.835934,ICASSP(Signal Processing)
0,-6.1611586,28.469532,ICASSP(Signal Processing)
0,19.494608,31.279497,ICASSP(Signal Processing)
0,-11.113127,-36.679646,ICASSP(Signal Processing)
0,12.7479725,20.94628,ICASSP(Signal Processing)
0,-11.052991,-37.68304,ICASSP(Signal Processing)
0,-6.211989,26.32161,ICASSP(Signal Processing)
0,13.127357,26.884903,ICASSP(Signal Processing)
0,12.47876,25.153887,ICASSP(Signal Processing)
0,3.1259723,24.654379,ICASSP(Signal Processing)
0,-3.2574613,27.180565,ICASSP(Signal Processing)
0,18.64978,24.660059,ICASSP(Signal Processing)
0,7.5875034,31.551306,ICASSP(Signal Processing)
0,6.9112496,30.354828,ICASSP(Signal Processing)
0,2.8870647,28.198448,ICASSP(Signal Processing)
0,5.4812226,26.494425,ICASSP(Signal Processing)
0,11.144921,21.40943,ICASSP(Signal Processing)
0,8.493269,19.931625,ICASSP(Signal Processing)
0,6.2723513,32.412838,ICASSP(Signal Processing)
0,14.246283,27.133755,ICASSP(Signal Processing)
0,10.584547,29.413647,ICASSP(Signal Processing)
0,9.71459,22.902891,ICASSP(Signal Processing)
0,4.2354484,27.82291,ICASSP(Signal Processing)
0,6.4766808,30.364767,ICASSP(Signal Processing)
0,7.3777523,19.260965,ICASSP(Signal Processing)
0,-2.5244665,28.17478,ICASSP(Signal Processing)
0,0.6646162,18.958612,ICASSP(Signal Processing)
0,11.13801,24.792,ICASSP(Signal Processing)
0,3.2063248,31.1166,ICASSP(Signal Processing)
0,8.637154,14.0851965,ICASSP(Signal Processing)
0,2.4215891,22.918715,ICASSP(Signal Processing)
0,11.046621,21.303984,ICASSP(Signal Processing)
0,-5.67053,23.899197,ICASSP(Signal Processing)
0,-32.280975,-11.765934,ICASSP(Signal Processing)
0,8.979691,26.864502,ICASSP(Signal Processing)
0,13.862277,20.51259,ICASSP(Signal Processing)
0,4.559986,29.27166,ICASSP(Signal Processing)
0,13.500089,23.069899,ICASSP(Signal Processing)
0,12.46865,26.879017,ICASSP(Signal Processing)
0,-12.980968,-34.15766,ICASSP(Signal Processing)
0,9.826473,26.964481,ICASSP(Signal Processing)
0,6.0636787,29.753708,ICASSP(Signal Processing)
0,14.14331,22.31954,ICASSP(Signal Processing)
0,9.269009,30.761358,ICASSP(Signal Processing)
0,4.429303,29.86221,ICASSP(Signal Processing)
0,15.510398,8.451982,ICASSP(Signal Processing)
0,7.5805287,28.559458,ICASSP(Signal Processing)
0,3.6961129,27.08055,ICASSP(Signal Processing)
0,-25.275646,11.356956,ICASSP(Signal Processing)
0,8.105639,30.04367,ICASSP(Signal Processing)
0,39.886395,8.502162,ICASSP(Signal Processing)
0,-0.63198197,27.957813,ICASSP(Signal Processing)
0,11.970373,18.12251,ICASSP(Signal Processing)
0,6.9278345,29.918392,ICASSP(Signal Processing)
0,6.2383323,28.100922,ICASSP(Signal Processing)
0,3.8140187,26.00755,ICASSP(Signal Processing)
0,35.530052,9.855659,ICASSP(Signal Processing)
0,1.6372116,24.194263,ICASSP(Signal Processing)
0,1.7935623,28.049034,ICASSP(Signal Processing)
