,ave_degree,width,height,average_curve,max_curve,name
0,-79.37417709948501,2.3552710636116405,3.9184800787575886,0.026782614673802663,0.1028470281713567,DAVID L SPARKS
1,-72.93908169627073,3.8230891452006768,5.8667533303556025,0.04047303771205808,0.1424337271183875,JOHN J HOPFIELD
2,-77.02688309194173,1.0176380902050415,1.8898053588003552,6.615398773733707e-05,0.00019846196321201122,JUDITH A HIRSCH
3,-56.141443721099016,8.993586968884074,10.406694178385054,0.0701547385030184,0.17583574494801119,KEITH  LUCAS
4,72.62703489886917,1.3604535504215909,3.8414427714635906,0.023502395970270453,0.11337813860333362,HANS-CHRISTOPH  NOTHDURFT
5,-62.56218922670134,10.84370884074345,10.620291828681957,0.08014346033576529,0.1722998626089735,FRANCIS  GALTON
6,-61.453541029295636,2.331951230073507,3.7217565888738617,0.0732426466145937,0.1265598112848448,A PETER WILLMORE
7,-82.50000000000001,0.25881904510252074,1.0,0.0,0.0,DENIS  LE BIHAN
8,-85.53285510758533,1.40063769300611,2.9859715996832428,0.01411781446075735,0.10284702817135673,LARRY F ABBOTT
9,80.00000000000001,0.25881904510252074,0.9961946980917455,0.0,0.0,EUGENE  SWITKES
10,-89.27202479152263,2.066503704839228,3.0,0.0057207185305575455,0.10284702817135674,CHARLES S ZUKER
11,-75.154403079686,1.5178318280616456,2.797877056362575,0.008490458603670816,0.10284702817135671,JAMES H SCHWARTZ
12,-80.94303973534021,1.0176380902050415,1.992389396183491,0.0005530098363463931,0.0015928755213018512,ANGELA C ROBERTS
13,-75.0,0.25881904510252074,0.9659258262890683,0.0,0.0,JEAN-PIERRE P ROYET
14,75.0,0.7588190451025207,1.9659258262890682,0.0015928755213018447,0.0015928755213018447,STUART M ZOLA
15,-82.80503227918283,1.053603146640268,1.9897506380476235,0.00027957393641030946,0.0015928755213018512,DANIEL S ROKHSAR
16,-74.86962614112217,1.400321522570131,2.797877056362575,0.025951388852746626,0.07785416655823987,EDWARD  DOMINO
17,-73.91985140286477,2.1415024774676104,4.5877819926583,0.03366743569168351,0.10284702817135673,GILES S BRINDLEY
18,-82.50000000000001,0.25881904510252074,1.0,0.0,0.0,STEVEN W ZUCKER
19,75.0,0.7764571353075622,2.897777478867205,0.0005118107098611037,0.0015928755213018512,S LEE GUTH
20,-84.54169666494332,2.037513160334035,5.741282074814061,0.04763769644870812,0.10750995382389981,MARCEL  VERZEANO
21,-63.86229911586514,5.037881897195806,6.479481780238425,0.05144237749730646,0.13823620200929213,ALOIS E KORNMULLER
22,-55.07524909988791,4.031995395468582,4.6827398831058975,0.07119386363031349,0.14052553469700368,EMIL  SIOLI
23,-75.9500100671412,3.177926017923686,4.0352527093518,0.04274297680311954,0.11866161296091593,DONALD A GLASER
24,77.3508545130167,1.0176380902050415,1.9659258262890682,0.000384108914305318,0.0015928755213018512,WILLIAM H MERIGAN
25,-81.82341292081466,2.1891027016914975,3.820373319027332,0.01766228175283926,0.0778541665582398,BARRY  WHITSEL
26,-77.86062412202078,2.8542327079634666,6.4580009771791715,0.05392843373201074,0.13314844638505857,DANIEL  BOVET
27,-26.11313637945356,9.042788265118967,6.313547622032513,0.05330814923174911,0.1448258236183717,OTTO  MENCKE
28,-65.04489928647087,1.4659258262890682,2.5390580112600545,0.03375546528423462,0.03375546528423462,PIERRE  MAGNOL
29,-88.47835357203498,0.5176380902050415,0.9961946980917455,0.0,0.0,ROBERT  RAFAL
30,-77.95364993564162,1.8508425979917402,3.8982141166327184,0.04507087948910752,0.1265598112848448,HANS  WALLACH
31,-83.45866432001567,0.8550854845101504,1.9952429196736032,0.0005971124948379492,0.0015928755213018447,CHARLES E SCHROEDER
32,-79.43027904169927,1.0176380902050415,1.989335870508052,0.00034829046132410567,0.0015928755213018512,LEON N COOPER
33,-82.50000000000001,0.25881904510252074,1.0,0.0,0.0,ROLAND  HENRY
34,-75.0,0.25881904510252074,0.9659258262890683,0.0,0.0,STEPHANIE  CLARKE
35,90.0,0.5176380902050415,0.9659258262890683,0.0,0.0,KARL  ZILLES
36,-80.76865896238061,5.857320870068325,8.082914556468342,0.05420387517060977,0.16505283242872223,GUNTHER S STENT
37,85.77883226079952,0.7217154579154745,1.9281023218654751,0.00022755364590026353,0.0015928755213018447,ALEX  MARTIN
38,89.80142472887474,0.6456616396358253,1.9977732508126105,0.0001782956833683174,0.0015928755213018447,ANDREAS  ANDREOU
39,-71.26908768535539,2.5218293105804896,3.7638028826516434,0.022889887999654208,0.09812595027343285,CARVER  MEAD
40,-87.44342186310288,0.5176380902050415,0.9914448613738104,0.0,0.0,SUE  DENHAM
41,-80.21339886041409,6.614589723232722,5.11160903243308,0.0315708769486071,0.15552232019798176,ROGER A NICOLL
42,89.03737263703688,0.5176380902050415,1.9659258262890682,0.0003185751042603702,0.0015928755213018512,CAROLE  OBER
43,-81.96051181127629,1.4945817575005655,3.952106547997124,0.04590500506251947,0.1178578462730791,NATHANIEL I DURLACH
44,-75.8769644583735,1.2822008712809951,3.928539165449375,0.02361299123977042,0.08136274936733909,TIMOTHY  ROBERTS
45,-73.65909824148913,1.1547121020527518,3.8051297526854526,0.006844123861649984,0.056755391929400274,R SCOTT HINKS
46,-82.5016541495932,0.6827588743269019,2.965925826289068,0.008985343058206188,0.10284702817135673,JAMES S HYDE
47,-80.96379926118907,0.5962664394076297,1.9810024511039535,0.00048345900083081203,0.0015928755213018447,ALAN  YUILLE
48,-75.0,0.25881904510252074,0.9659258262890683,0.0,0.0,ANDREW  CRAWFORD
