,ave_degree,width,height,average_curve,max_curve,name
0,-87.1389092441399,2.001472291831303,3.814840952821128,0.01344710024709535,0.10284702817135671,MELVIN P KLEIN
1,-60.45787764438902,5.801091278311461,6.600310112260875,0.06246373357844092,0.1641019837886782,WALTER BRADFORD CANNON
2,-78.75,0.25881904510252074,0.9914448613738104,0.0,0.0,SETH  ROBERTS
3,-79.85969277411264,1.555543872437719,3.930236808988414,0.01681352985621735,0.085989477229745,LUITZEN J OOSTERHOFF
4,-70.93862801354139,1.5046544859589517,3.632557266687619,0.12655981128484484,0.12655981128484484,A HERMANN  PFUND
5,-78.94248354542785,1.724744871391589,3.9336233020488973,0.030462868687798007,0.10284702817135673,EFRAIM  RACKER
6,-78.85916569573568,0.6984729998603709,1.9989291749527314,0.0004702070574987952,0.0015928755213018512,HOWARD C BERG
7,-66.58349627700322,2.7145080339159016,4.504756908662169,0.04643895189907439,0.1265598112848448,JOHN C KENDREW
8,-72.06564982683614,2.331951230073507,3.797877056362575,0.06140204992974685,0.12655981128484484,SALVADOR E LURIA
9,-72.13387924551577,3.2708414308180624,5.929600829439919,0.0494546945592408,0.1382898207416195,CYRIL  HINSHELWOOD
10,89.23241432600089,4.967102445339455,4.648250614006327,0.05078986215422413,0.13922885226912732,GEORGE E PALADE
11,87.89377021124663,0.5176380902050415,3.9573706876628787,0.027612792192854237,0.11961885811065406,BERNARD C ABBOTT
12,-80.47782089134799,0.7588190451025207,1.9659258262890682,0.0005309585071006159,0.0015928755213018512,HERBERT F VOIGT
13,-75.0,0.25881904510252074,0.9659258262890683,0.0,0.0,ADELE  WOLFSON
14,-75.0,0.25881904510252074,0.9659258262890683,0.0,0.0,JOHANN RUDOLPH GLAUBER
15,90.0,0.5176380902050415,0.9961946980917455,0.0,0.0,JAMES H EBERWINE
16,88.57070092878341,1.3330857251905912,2.9658102041161616,0.004997728555038212,0.0965184320024284,GEORGE N SOMERO
17,-80.00000000000001,0.25881904510252074,0.9961946980917455,0.0,0.0,JOHAN FRIEDRICH HENCKEL
18,-62.84811806321678,3.068510096108843,4.052153650252945,0.03980309764615006,0.13039877592039742,ALEXANDER  MAURO
19,-76.32357544392892,0.7588190451025207,1.9659258262890682,0.000530616828215756,0.0015928755213018512,PHILIP A KNAUF
20,-72.27718796607708,2.724744871391589,3.797877056362575,0.06439512576960021,0.12655981128484484,EDITH  BULBRING
21,-52.927594209800205,5.265840638359067,4.495184507173157,0.08006421362466709,0.14697289949468423,LEONOR  MICHAELIS
22,-64.86493944500047,4.806006802776112,6.7617609314490625,0.07285388528628815,0.15552232019798173,FREDERICK GOWLAND HOPKINS
23,-75.0,0.25881904510252074,0.9659258262890683,0.0,0.0,REINHARD  SCHUH
24,-71.79698029376412,0.7588190451025207,1.9318516525781366,0.000895668742256928,0.0015928755213018447,BRIAN J WHIPP
25,-84.46761970634496,0.801113079455236,3.965925826289068,0.025125294133494194,0.11726826689024317,MAURICE HF WILKINS
26,-66.40376037526731,1.4659258262890682,2.797877056362575,0.06924709638558153,0.10284702817135671,GEORGE JOSEPH POPJAK
27,-82.50000000000001,0.25881904510252074,1.0,0.0,0.0,ROBERTO C SOTERO
28,-55.80257516486299,5.553369468721873,7.467819891346493,0.08195535003963654,0.1564817612634711,EDVARD A SCHARLING
29,-67.53777010294145,4.308096318101624,5.253264254892967,0.06505299745479177,0.15552232019798176,RONALD P BELL
30,-75.0,0.25881904510252074,0.9659258262890683,0.0,0.0,MOUSUMI  MUTSUDDI
31,-88.73763034524686,0.5176380902050415,1.0,0.0,0.0,COLIN G NICHOLS
32,76.67608501425441,0.7588190451025207,1.9659258262890682,0.000707489104287673,0.0015928755213018447,BARRY J HOFFER
33,86.26073984611514,0.25881904510252074,1.0,0.0,0.0,JOSEPH L NAPOLI
34,-86.15451430089276,1.2764571353075622,2.9978589232386037,0.030582759601044004,0.05442876330296703,CHESTER HAMLIN WERKMAN
35,-71.68559330477632,1.9835639164941097,2.797877056362575,0.04327813439299598,0.10284702817135671,DANIEL  NATHANS
36,-66.3606281764889,5.836294966824984,6.463491975414005,0.053804412190785286,0.16759086692550354,PETER J W DEBYE
37,-86.02795147440338,0.9819059700986345,4.951154769578981,0.06617734325982635,0.1265598112848448,ARTHUR K PARPART
38,-50.25402239504584,6.326261252463345,5.882518372842938,0.06261561629678371,0.12330191333939929,RUDOLF  BUCHHEIM
39,-75.0,0.25881904510252074,0.9659258262890683,0.0,0.0,ALBERT BENJAMIN PRESCOTT
40,-78.75,0.25881904510252074,0.9914448613738104,0.0,0.0,LUCAS S VAN ORDEN
41,-85.81095482531768,0.6456616396358253,1.944789052733709,0.00026547925355030743,0.0015928755213018447,PLATON  KOSTYUK
42,-81.6689160989643,0.3868425945333046,1.9659258262890682,0.00039821888032546117,0.0015928755213018447,FERDINAND CHRISTOPH OETINGER
43,-21.21210792258374,8.291907544817343,4.221756588873863,0.07647293064477202,0.14071017934138186,RUDOLF WILHELM KRAUSS
44,-52.49162746848993,7.458515099328275,9.274600843280288,0.06865588772549223,0.13324453431990396,CHRISTIAN GOTTLIEB LUDWIG
45,-23.174723990911975,9.159550841267079,4.067791673437136,0.0841312083404796,0.13733681495646455,JOHANN JOSEPH VON SCHERER
46,-37.57570742387608,6.992885044475982,4.330332438781092,0.06466043426703645,0.08128182598277084,ERNST BENJAMIN GOTTLIEB HEBENSTREIT
47,-73.04272833194375,4.8835069129136475,7.138007173179554,0.051227583552617625,0.13983544637994086,ISIDOR ISAAC RABI
