,ave_degree,width,height,average_curve,max_curve,name
0,78.75805777441042,0.5132096245851413,1.915324393885097,0.0005309585071006127,0.001592875521301838,ALEX  MARTIN
1,79.42347098993793,1.5176380902050415,1.9659258262890682,0.000742898680701324,0.0015928755213018512,MARC DAVID HAUSER
2,82.52952206815257,2.0681581938516116,3.9724473124777635,0.028998902772368985,0.1265598112848448,LINDA B SMITH
3,-75.0,0.25881904510252074,0.9659258262890683,0.0,0.0,MARK A ECKERT
4,90.0,0.5176380902050415,0.9659258262890683,0.0,0.0,JEFF G OJEMANN
5,90.0,0.5176380902050415,0.9914448613738104,0.0,0.0,GERT  WESTERMANN
6,75.0,0.25881904510252074,0.9659258262890683,0.0,0.0,NICOLA  PITCHFORD
7,86.02645143010672,2.2760743700241957,3.9452436413240486,0.018070592774048672,0.12143347828970276,EDITH  KAPLAN
8,72.95909254152028,0.7588190451025207,1.912855955784174,0.0001787928274997901,0.000670714414731318,MICHAEL C CORBALLIS
9,75.0,0.25881904510252074,0.9659258262890683,0.0,0.0,AMITAI  SHENHAV
10,-79.40669606248743,1.0176380902050415,1.831951230073507,0.0,0.0,MACDONALD  CRITCHLEY
11,-75.0,0.25881904510252074,0.9659258262890683,0.0,0.0,ANDREW C PAPANICOLAOU
12,-75.0,0.25881904510252074,0.9659258262890683,0.0,0.0,CHRISTINE  WEBER-FOX
13,75.0,0.25881904510252074,0.9659258262890683,0.0,0.0,TON  DIJKSTRA
14,88.47979688987077,0.5176380902050415,1.9767771354883794,0.00026547925355030634,0.001592875521301838,JEFFREY R BINDER
15,80.00000000000001,0.25881904510252074,0.9961946980917455,0.0,0.0,JUDIT  GERVAIN
16,81.25000000000001,0.25881904510252074,0.9990482215818578,0.0,0.0,ANNE  CHRISTOPHE
17,-84.94374174950634,0.5176380902050415,0.9986295347545738,0.0,0.0,MICHAEL  D'ZMURA
18,89.31187596260708,0.5176380902050415,0.9990482215818578,0.0,0.0,BRUCE  CROSSON
19,-81.0,0.25881904510252074,0.9986295347545738,0.0,0.0,CAROL  ESPY-WILSON
20,81.66666666666667,0.25881904510252074,0.9995769500822006,0.0,0.0,CHRISTINE  CHIARELLO
21,75.0,0.25881904510252074,0.9659258262890683,0.0,0.0,ANDREW  SIMPSON
22,-62.76967889140695,2.0984399245725447,3.5907958951484074,0.05593421702389397,0.11831550310615148,PETER  HARTMANN
23,85.43926806768745,0.5176380902050415,0.9978589232386035,0.0,0.0,AMY  WEINBERG
24,84.94374174950633,0.5176380902050415,0.9986295347545738,0.0,0.0,KENNETH I FORSTER
25,-83.74806059395316,1.5810741924198377,3.9138689324622264,0.027490782451930994,0.10284702817135673,WALLACE E LAMBERT
26,90.0,0.5176380902050415,0.9914448613738104,0.0,0.0,SARAH G THOMASON
27,-87.16257579145655,1.3550854845101505,1.9659258262890682,0.00034686363655743056,0.0015928755213018512,LYDIA  WHITE
28,75.0,0.25881904510252074,0.9659258262890683,0.0,0.0,RICHARD A RHODES
29,-80.00000000000001,0.25881904510252074,0.9961946980917455,0.0,0.0,LORI L HOLT
30,80.625,0.25881904510252074,0.9978589232386035,0.0,0.0,CAROL  MYERS-SCOTTON
31,-75.0,0.25881904510252074,0.9659258262890683,0.0,0.0,VIRGINIA  YIP
32,-75.0,0.25881904510252074,0.9659258262890683,0.0,0.0,ROLF  ZWAAN
33,75.0,0.25881904510252074,0.9659258262890683,0.0,0.0,MARILYN M VIHMAN
34,87.44342186310288,0.5176380902050415,0.9914448613738104,0.0,0.0,SUSAN  GASS
35,80.00000000000001,0.25881904510252074,0.9961946980917455,0.0,0.0,ROBERT  BLEY-VROMAN
36,78.75,0.25881904510252074,0.9914448613738104,0.0,0.0,BONNIE  SCHWARTZ
37,90.0,0.5176380902050415,0.9659258262890683,0.0,0.0,LOURDES  ORTEGA
38,80.00000000000001,0.25881904510252074,0.9961946980917455,0.0,0.0,NORMAN  SEGALOWITZ
39,90.0,0.5176380902050415,0.9914448613738104,0.0,0.0,JIM  CUMMINS
40,81.42857142857143,0.25881904510252074,0.9993007047883985,0.0,0.0,MERRILL  SWAIN
41,-78.04308151744249,1.0116535855180273,2.9786125467818256,0.04986378801751071,0.10284702817135673,JOSHUA  WHATMOUGH
42,80.00000000000001,0.25881904510252074,0.9961946980917455,0.0,0.0,ANA CELIA ZENTELLA
43,-75.0,0.25881904510252074,0.9659258262890683,0.0,0.0,HUGO  BAETENS BEARDSMORE
44,86.2140177350174,0.5176380902050415,0.9990482215818578,0.0,0.0,GITA  MARTOHARDJONO
45,75.0,0.25881904510252074,0.9659258262890683,0.0,0.0,TEJ K BHATIA
46,-75.0,0.25881904510252074,0.9659258262890683,0.0,0.0,WILLIAM C RITCHIE
47,80.00000000000001,0.25881904510252074,0.9961946980917455,0.0,0.0,REBECCA  TREIMAN
48,85.79737235282633,0.5176380902050415,0.9993007047883985,0.0,0.0,BAMBI B SCHIEFFELIN
49,-75.0,0.25881904510252074,0.9659258262890683,0.0,0.0,RICHARD  SCHMIDT
50,86.18669809859479,0.5176380902050415,0.9961946980917455,0.0,0.0,DAVID  BIRDSONG
51,-88.10530187599741,0.5176380902050415,0.9986295347545738,0.0,0.0,ALISTER  CUMMING
52,75.0,0.25881904510252074,0.9659258262890683,0.0,0.0,KEITH S FOLSE
53,88.48578640584341,0.5176380902050415,0.9990482215818578,0.0,0.0,CARMEN  SILVA-CORVALAN
54,84.94374174950633,0.5176380902050415,0.9986295347545738,0.0,0.0,GABRIELE  KASPER
